order_id,customer_id,product_name,quantity,unit_price,currency,order_date
ORD000883,CUST0061,Webcam HD,1.0,1592.63,USD,2024-06-17
ORD000630,CUST0160,External SSD 1TB,2.0,1651.82,USD,10-29-2024
ORD000082,CUST0105,Standing Desk,1.0,1584.88,AUD,2024/08/05
ORD002718,CUST0071,Laptop Pro 15,2.0,362.21,INR,21/10/2024
ORD000199,CUST0035,27in Monitor,3.0,489.63,INR,2024/10/15
ORD001871,CUST0373,27in Monitor,5.0,402.56,EUR,2024-10-23
ORD000178,CUST0023,External SSD 1TB,2.0,759.99,USD,22/11/2024
ORD000158,CUST0221,Wireless Mouse,1.0,1143.39,AUD,2024/12/21
ORD000226,CUST0385,Office Chair,2.0,1428.86,INR,23/08/2024
ORD000678,CUST0006,USB-C Hub,2.0,879.7,USD,18/02/2024
ORD002081,CUST0132,Standing Desk,5.0,108.51,EUR,09-17-2024
ORD002479,CUST0077,Office Chair,3.0,1038.21,USD,04-15-2024
ORD000693,CUST0047,Standing Desk,2.0,1746.94,USD,09/08/2024
ORD001183,CUST0052,USB-C Hub,2.0,1285.1,EUR,11/03/2024
ORD001000,CUST0270,Webcam HD,1.0,347.04,INR,2024-09-09
ORD000309,CUST0136,USB-C Hub,2.0,1264.47,USD,2025-04-12
ORD002491,CUST0157,Wireless Mouse,1.0,548.19,AUD,04-25-2025
ORD002224,CUST0230,27in Monitor,3.0,1729.12,USD,2025/05/12
ORD002178,CUST0297,USB-C Hub,1.0,137.64,GBP,2024/06/24
ORD002147,CUST0045,Webcam HD,3.0,624.11,USD,04-20-2024
ORD000293,CUST0092,27in Monitor,2.0,1720.31,USD,11/03/2025
ORD002541,CUST0265,USB-C Hub,5.0,641.18,EUR,2024/06/05
ORD002470,CUST0378,Office Chair,3.0,1182.93,AUD,02/03/2025
ORD000740,CUST0398,Office Chair,5.0,1350.92,GBP,11-04-2024
ORD002382,CUST0245,External SSD 1TB,1.0,471.78,USD,03/04/2025
ORD001651,CUST0144,USB-C Hub,1.0,,USD,2024-12-22
ORD001014,CUST0169,Laptop Pro 15,1.0,468.43,EUR,03-08-2024
ORD000936,CUST0110,External SSD 1TB,1.0,613.54,USD,2024/02/26
ORD000481,CUST0208,Laptop Pro 15,5.0,110.5,USD,21/04/2024
ORD000876,CUST0370,Wireless Mouse,1.0,1484.53,EUR,20/08/2024
ORD002913,CUST0206,Office Chair,2.0,153.81,GBP,2024-08-19
ORD000399,CUST0100,USB-C Hub,1.0,,EUR,2025-02-23
ORD002285,CUST0173,Wireless Mouse,1.0,1189.41,USD,2025/01/03
ORD002235,CUST0300,USB-C Hub,1.0,1183.81,INR,2024-01-01
ORD000099,CUST0396,27in Monitor,1.0,1736.84,EUR,2024/11/25
ORD001820,CUST0372,27in Monitor,2.0,25.95,USD,2025/01/01
ORD002682,CUST0165,USB-C Hub,5.0,327.86,AUD,2024/07/09
ORD001432,CUST0327,Noise Cancelling Headphones,1.0,1357.85,USD,2024/10/08
ORD002162,CUST0305,Office Chair,5.0,142.06,USD,2024/08/05
ORD002328,CUST0106,Office Chair,1.0,1389.28,AUD,30/04/2025
ORD001700,CUST0204,Wireless Mouse,1.0,408.97,GBP,11-07-2024
ORD000224,CUST0356,27in Monitor,1.0,1259.22,EUR,07/03/2024
ORD001736,CUST0106,Mechanical Keyboard,5.0,1794.69,USD,09-30-2024
ORD001356,CUST0302,Laptop Pro 15,3.0,195.92,GBP,2024-06-13
ORD001561,CUST0099,Mechanical Keyboard,2.0,1560.72,INR,08-18-2024
ORD001729,CUST0219,Noise Cancelling Headphones,2.0,0.0,USD,16/09/2024
ORD002004,CUST0094,External SSD 1TB,2.0,1149.03,USD,2024/01/15
ORD000981,CUST0012,Webcam HD,2.0,1143.97,AUD,2024-07-16
ORD001505,CUST0167,Webcam HD,1.0,290.86,USD,13/03/2024
ORD001492,CUST0103,Office Chair,1.0,1064.85,AUD,2025-03-13
ORD000561,CUST0220,External SSD 1TB,2.0,435.76,GBP,2025-04-26
ORD000799,CUST0234,Webcam HD,2.0,484.28,EUR,22/10/2024
ORD001529,CUST0153,Standing Desk,1.0,852.59,USD,2025-04-20
ORD002983,CUST0070,Webcam HD,5.0,635.78,AUD,2024/01/22
ORD001318,CUST0143,Standing Desk,2.0,640.87,EUR,2024/05/03
ORD002972,CUST0019,Office Chair,2.0,1393.61,USD,2024-12-28
ORD000436,CUST0200,Laptop Pro 15,1.0,640.93,EUR,24/04/2024
ORD000441,CUST0031,Wireless Mouse,3.0,62.19,AUD,2024/12/04
ORD000750,CUST0030,Office Chair,1.0,1275.74,AUD,09-09-2024
ORD002995,CUST0026,Webcam HD,1.0,1307.63,INR,06-23-2024
ORD002379,CUST0030,Office Chair,1.0,1765.2,GBP,2025-03-28
ORD001599,CUST0221,Laptop Pro 15,5.0,25.44,AUD,2025-02-02
ORD000343,CUST0153,Office Chair,1.0,193.63,USD,07-02-2024
ORD001458,CUST0373,Office Chair,1.0,1771.7,EUR,04-01-2025
ORD002963,CUST0347,27in Monitor,1.0,,USD,2025/01/10
ORD001331,CUST0398,Laptop Pro 15,1.0,1257.89,USD,06-20-2024
ORD000977,CUST0261,Laptop Pro 15,2.0,1153.02,INR,2025/02/10
ORD000403,CUST0364,USB-C Hub,2.0,1520.87,EUR,05-07-2025
ORD002600,CUST0291,Standing Desk,3.0,1786.34,EUR,06-07-2024
ORD001478,CUST0387,External SSD 1TB,3.0,827.66,EUR,18/04/2025
ORD000049,CUST0338,Wireless Mouse,5.0,831.81,INR,2024/12/13
ORD001807,CUST0122,Webcam HD,3.0,568.93,USD,06/04/2024
ORD001370,CUST0279,Laptop Pro 15,5.0,159.86,USD,30/01/2024
ORD002156,CUST0391,27in Monitor,2.0,1063.98,USD,20/01/2024
ORD002376,CUST0248,27in Monitor,2.0,1071.24,INR,09/08/2024
ORD000415,CUST0248,Office Chair,1.0,,GBP,02-13-2024
ORD001787,CUST0107,Webcam HD,2.0,834.46,USD,21/02/2025
ORD000641,CUST0083,External SSD 1TB,2.0,548.14,EUR,2024-07-22
ORD000330,CUST0367,USB-C Hub,1.0,0.0,INR,14/10/2024
ORD002061,CUST0386,Mechanical Keyboard,1.0,366.95,GBP,06/06/2024
ORD001756,CUST0060,USB-C Hub,2.0,1600.59,AUD,2024/06/07
ORD001986,CUST0033,Laptop Pro 15,3.0,998.53,USD,2024/10/02
ORD000232,CUST0288,External SSD 1TB,5.0,277.53,USD,08/10/2024
ORD000314,,USB-C Hub,1.0,1393.43,INR,2025/01/17
ORD001668,CUST0067,USB-C Hub,3.0,782.72,EUR,02-15-2025
ORD000454,CUST0253,USB-C Hub,3.0,1332.19,USD,01-18-2024
ORD002954,CUST0168,Standing Desk,3.0,1210.44,INR,2024/09/22
ORD002528,CUST0077,USB-C Hub,2.0,1120.07,USD,04/05/2025
ORD002246,CUST0274,Office Chair,3.0,490.38,USD,02-18-2025
ORD002817,CUST0138,External SSD 1TB,2.0,664.13,GBP,2024-10-17
ORD002134,CUST0249,Office Chair,3.0,796.63,GBP,29/05/2024
ORD002676,CUST0243,Wireless Mouse,5.0,1587.34,EUR,09/03/2024
ORD001481,CUST0182,Mechanical Keyboard,2.0,476.09,INR,26/01/2024
ORD000967,CUST0121,External SSD 1TB,2.0,1475.53,GBP,02-01-2024
ORD001382,CUST0034,USB-C Hub,1.0,178.87,GBP,07-11-2024
ORD000427,CUST0222,Noise Cancelling Headphones,1.0,1345.94,AUD,03-27-2024
ORD002211,CUST0038,USB-C Hub,2.0,936.48,USD,05-06-2025
ORD001591,CUST0287,Office Chair,2.0,1273.25,USD,11/04/2024
ORD002624,CUST0313,Standing Desk,2.0,1472.99,AUD,2024/07/17
ORD002323,CUST0082,Mechanical Keyboard,2.0,1297.87,USD,2024-09-21
ORD000851,CUST0376,Webcam HD,3.0,463.35,USD,03-18-2025
ORD000888,CUST0056,Laptop Pro 15,5.0,369.79,USD,2024/08/16
ORD001622,CUST0131,27in Monitor,1.0,1316.12,GBP,12-07-2024
ORD000542,CUST0333,USB-C Hub,2.0,611.3,EUR,14/01/2025
ORD001952,CUST0040,Laptop Pro 15,2.0,1580.84,USD,2025-02-11
ORD000921,CUST0340,External SSD 1TB,2.0,132.25,INR,03-01-2024
ORD002258,CUST0010,Laptop Pro 15,5.0,194.6,AUD,2024-11-28
ORD000974,CUST0316,USB-C Hub,1.0,1716.89,AUD,18/08/2024
ORD000821,CUST0105,USB-C Hub,2.0,514.1,INR,12-10-2024
ORD002092,CUST0057,Office Chair,3.0,1697.22,USD,06/06/2024
ORD000933,CUST0187,Laptop Pro 15,1.0,475.59,INR,18/03/2025
ORD002485,CUST0225,Wireless Mouse,1.0,856.64,USD,03/01/2024
ORD002665,CUST0147,External SSD 1TB,3.0,442.53,INR,23/11/2024
ORD000071,CUST0288,Noise Cancelling Headphones,5.0,902.37,USD,2024-10-01
ORD002325,CUST0216,Noise Cancelling Headphones,2.0,358.85,USD,05-02-2024
ORD000498,CUST0061,Standing Desk,3.0,443.38,USD,2024-12-15
ORD000244,CUST0223,Standing Desk,2.0,1101.86,USD,2024-12-14
ORD001487,CUST0101,Noise Cancelling Headphones,2.0,716.5,AUD,02/09/2024
ORD000598,CUST0107,Office Chair,1.0,1770.94,GBP,2025-03-08
ORD001545,CUST0291,Office Chair,5.0,1609.14,USD,01-05-2025
ORD002354,CUST0226,USB-C Hub,1.0,1567.73,USD,01-09-2025
ORD002603,CUST0053,Mechanical Keyboard,3.0,506.75,EUR,23/03/2024
ORD001803,CUST0337,Laptop Pro 15,1.0,653.23,USD,10/12/2024
ORD001695,CUST0389,Webcam HD,5.0,1465.19,USD,07-03-2024
ORD001137,CUST0070,Noise Cancelling Headphones,2.0,1587.31,USD,05-14-2024
ORD000131,CUST0113,Webcam HD,1.0,125.55,EUR,2024/09/30
ORD000910,CUST0271,27in Monitor,2.0,1497.81,USD,2024-03-31
ORD001732,CUST0035,Office Chair,2.0,585.08,GBP,2024/07/22
ORD001880,CUST0112,Office Chair,1.0,78.17,AUD,10-01-2024
ORD002664,CUST0007,Mechanical Keyboard,2.0,107.79,EUR,15/06/2024
ORD001665,CUST0331,Noise Cancelling Headphones,3.0,489.05,USD,2024-10-08
ORD000971,CUST0076,External SSD 1TB,5.0,613.05,USD,23/11/2024
ORD002221,CUST0131,USB-C Hub,2.0,19.09,USD,2024/12/29
ORD000023,CUST0298,Office Chair,2.0,1099.87,INR,04/02/2025
ORD000724,CUST0224,Webcam HD,5.0,1298.79,USD,30/05/2024
ORD000697,CUST0345,Wireless Mouse,2.0,1203.05,INR,12-03-2024
ORD002380,CUST0032,Office Chair,1.0,523.65,USD,05-01-2024
ORD002481,CUST0280,Webcam HD,2.0,932.83,USD,2025-04-18
ORD002969,CUST0136,Webcam HD,2.0,65.02,GBP,2024-11-10
ORD002195,CUST0399,27in Monitor,3.0,1321.86,GBP,2024/12/21
ORD002256,CUST0225,Office Chair,1.0,677.6,GBP,2024-07-03
ORD000846,CUST0353,27in Monitor,2.0,77.99,EUR,2025-01-03
ORD000052,CUST0381,USB-C Hub,1.0,1322.73,USD,03-05-2025
ORD000461,CUST0189,USB-C Hub,3.0,1461.77,AUD,2024-04-30
ORD002889,CUST0092,Wireless Mouse,2.0,786.0,USD,08-24-2024
ORD000588,CUST0058,Standing Desk,2.0,1482.0,AUD,2024/02/07
ORD001314,CUST0398,27in Monitor,1.0,1107.19,USD,2024-03-28
ORD002413,CUST0254,Laptop Pro 15,5.0,762.75,AUD,2025-01-17
ORD000843,CUST0047,Mechanical Keyboard,1.0,258.37,EUR,20/09/2024
ORD001002,CUST0232,External SSD 1TB,2.0,1265.81,INR,2024-10-06
ORD000272,CUST0093,Noise Cancelling Headphones,1.0,98.23,USD,09/05/2024
ORD001225,CUST0249,27in Monitor,1.0,935.47,USD,11/04/2025
ORD001053,CUST0085,Noise Cancelling Headphones,3.0,1757.87,EUR,2024-11-23
ORD000733,CUST0386,USB-C Hub,1.0,1007.17,GBP,2024-11-24
ORD001180,CUST0264,Standing Desk,1.0,1221.09,EUR,2024-09-14
ORD000246,CUST0070,Office Chair,3.0,681.0,GBP,2024-01-30
ORD002979,CUST0177,Laptop Pro 15,2.0,1584.24,INR,2024-02-10
ORD002554,CUST0365,Wireless Mouse,3.0,1698.9,USD,2024/09/02
ORD001786,CUST0106,USB-C Hub,1.0,1344.99,USD,16/03/2024
ORD001581,CUST0004,Office Chair,3.0,330.71,GBP,2025-02-12
ORD002246,CUST0274,Office Chair,3.0,490.38,USD,02-18-2025
ORD002115,CUST0206,Wireless Mouse,-1.0,0.0,USD,2024/08/31
ORD000721,CUST0365,Mechanical Keyboard,2.0,1061.42,USD,2024-04-18
ORD001392,CUST0169,Webcam HD,3.0,557.15,EUR,06-24-2024
ORD001266,CUST0363,Mechanical Keyboard,3.0,1733.02,USD,06/12/2024
ORD002905,CUST0151,USB-C Hub,1.0,1064.76,GBP,14/12/2024
ORD001620,CUST0080,Wireless Mouse,2.0,244.01,USD,2024-04-02
ORD002047,CUST0323,27in Monitor,2.0,822.41,USD,2024/06/01
ORD002651,CUST0367,Standing Desk,2.0,122.42,EUR,2024/07/18
ORD000880,CUST0013,Office Chair,5.0,1715.95,EUR,10/10/2024
ORD001760,CUST0188,Office Chair,1.0,544.3,INR,03-16-2024
ORD000951,CUST0092,Webcam HD,5.0,1732.52,AUD,23/09/2024
ORD002779,CUST0182,Mechanical Keyboard,3.0,398.29,USD,29/12/2024
ORD001229,CUST0025,External SSD 1TB,2.0,1353.64,AUD,09-12-2024
ORD002089,CUST0166,Webcam HD,2.0,705.86,AUD,10/03/2024
ORD002611,CUST0044,Noise Cancelling Headphones,2.0,0.0,GBP,23/06/2024
ORD002417,CUST0123,Wireless Mouse,2.0,684.29,GBP,08/09/2024
ORD002588,CUST0067,Office Chair,2.0,1695.23,USD,2024-12-18
ORD001503,CUST0011,Noise Cancelling Headphones,2.0,148.91,EUR,05-02-2025
ORD000016,,27in Monitor,3.0,1713.14,USD,2024-11-16
ORD001837,CUST0333,USB-C Hub,2.0,647.02,USD,12-04-2024
ORD000567,CUST0364,27in Monitor,3.0,197.97,EUR,2024-03-24
ORD002227,CUST0217,Wireless Mouse,1.0,474.58,GBP,2024/10/29
ORD002659,CUST0139,Noise Cancelling Headphones,1.0,649.05,INR,12-22-2024
ORD001737,CUST0075,Mechanical Keyboard,2.0,598.67,INR,16/03/2024
ORD001824,CUST0122,Wireless Mouse,3.0,1570.15,USD,2025-05-12
ORD001198,CUST0056,USB-C Hub,1.0,1143.99,USD,04-07-2024
ORD002829,CUST0268,Mechanical Keyboard,2.0,44.31,EUR,2024-08-08
ORD000260,CUST0362,Wireless Mouse,3.0,1517.73,INR,04-12-2024
ORD001333,CUST0250,Webcam HD,5.0,897.27,USD,18/02/2025
ORD000902,CUST0155,Laptop Pro 15,1.0,1374.3,USD,02-17-2025
ORD002634,CUST0358,Wireless Mouse,5.0,201.03,EUR,2024-02-12
ORD000763,CUST0280,External SSD 1TB,2.0,1033.69,USD,29/12/2024
ORD001104,CUST0368,USB-C Hub,2.0,1583.01,GBP,09/02/2024
ORD002507,CUST0369,Office Chair,3.0,1354.58,INR,24/07/2024
ORD002636,CUST0384,Webcam HD,2.0,55.59,INR,2025/05/12
ORD001469,CUST0231,27in Monitor,1.0,709.6,USD,2024/12/01
ORD000906,CUST0373,Noise Cancelling Headphones,5.0,1388.6,GBP,2025/03/03
ORD002658,CUST0149,Wireless Mouse,5.0,1716.29,AUD,2025-02-04
ORD000625,CUST0351,Office Chair,5.0,1403.05,USD,2024/02/06
ORD002596,CUST0180,Mechanical Keyboard,1.0,1314.67,USD,2024/01/07
ORD000973,CUST0259,USB-C Hub,1.0,1754.44,INR,2024/11/08
ORD000969,CUST0274,Standing Desk,-1.0,1434.88,AUD,25/04/2024
ORD001976,CUST0281,Office Chair,3.0,1307.14,USD,31/03/2025
ORD000490,CUST0213,USB-C Hub,1.0,191.98,USD,2025-01-08
ORD000422,CUST0342,27in Monitor,3.0,620.9,AUD,2024/03/15
ORD002100,CUST0395,Webcam HD,5.0,1191.47,USD,12-07-2024
ORD001290,CUST0385,Noise Cancelling Headphones,2.0,31.11,AUD,2024-12-04
ORD002590,CUST0338,Webcam HD,5.0,200.11,GBP,2024-12-13
ORD002152,CUST0380,Wireless Mouse,2.0,1185.1,USD,07/11/2024
ORD002813,CUST0318,Noise Cancelling Headphones,1.0,1395.58,USD,2024/12/01
ORD001226,CUST0149,Standing Desk,1.0,619.65,USD,02-19-2024
ORD002621,CUST0174,Noise Cancelling Headphones,3.0,1402.79,USD,2024-10-28
ORD002519,CUST0105,Standing Desk,2.0,326.53,GBP,06-22-2024
ORD001941,CUST0298,Standing Desk,1.0,875.52,USD,2024-01-22
ORD000703,CUST0010,Office Chair,5.0,466.34,INR,2024-10-15
ORD000095,CUST0189,External SSD 1TB,2.0,1610.7,USD,07-31-2024
ORD002125,CUST0058,Noise Cancelling Headphones,2.0,1465.61,GBP,2024/10/08
ORD001092,CUST0300,Office Chair,1.0,1230.48,USD,2024/05/31
ORD001507,CUST0149,Webcam HD,3.0,296.05,USD,2024-02-12
ORD001354,CUST0077,Webcam HD,1.0,225.95,USD,2024/12/19
ORD002737,CUST0064,Wireless Mouse,2.0,495.25,AUD,2025/02/13
ORD002807,CUST0044,External SSD 1TB,-1.0,266.12,USD,24/10/2024
ORD000653,CUST0223,Noise Cancelling Headphones,,1407.33,INR,2024/09/03
ORD002124,CUST0154,27in Monitor,2.0,15.32,EUR,2024-12-24
ORD000255,CUST0311,27in Monitor,5.0,1030.61,GBP,2024/04/19
ORD001616,CUST0345,External SSD 1TB,2.0,1204.17,AUD,01-04-2024
ORD000868,CUST0217,Webcam HD,5.0,170.07,USD,09-20-2024
ORD000373,CUST0270,Webcam HD,2.0,1641.17,EUR,2024/09/08
ORD000539,CUST0391,Noise Cancelling Headphones,2.0,202.68,EUR,2024-08-01
ORD000947,CUST0108,Wireless Mouse,2.0,444.51,USD,2024-05-31
ORD002668,CUST0005,Noise Cancelling Headphones,3.0,1770.99,USD,02-17-2024
ORD001691,CUST0345,Laptop Pro 15,3.0,1395.04,GBP,2024/11/04
ORD000326,CUST0366,Wireless Mouse,3.0,507.11,GBP,14/01/2025
ORD000086,CUST0181,USB-C Hub,3.0,260.5,USD,08-17-2024
ORD002198,CUST0168,External SSD 1TB,5.0,222.01,GBP,2024/07/16
ORD002864,CUST0048,External SSD 1TB,1.0,1530.54,USD,05/05/2024
ORD000170,CUST0049,Webcam HD,1.0,1031.2,USD,2025/02/14
ORD002352,CUST0186,Wireless Mouse,2.0,1449.54,USD,11/10/2024
ORD002311,CUST0123,Webcam HD,2.0,559.02,USD,19/02/2024
ORD002766,,27in Monitor,3.0,1153.9,INR,20/04/2024
ORD000487,CUST0284,27in Monitor,1.0,1132.1,INR,03-08-2025
ORD000941,CUST0219,Laptop Pro 15,5.0,580.16,INR,19/12/2024
ORD001007,CUST0146,Mechanical Keyboard,1.0,1336.06,USD,2025/03/28
ORD002275,CUST0235,Mechanical Keyboard,3.0,523.69,GBP,2024/03/28
ORD002639,CUST0292,Laptop Pro 15,5.0,241.53,EUR,2025/01/28
ORD001422,CUST0259,USB-C Hub,1.0,1419.83,USD,01/09/2024
ORD002607,CUST0100,Webcam HD,3.0,1600.62,INR,26/10/2024
ORD000606,CUST0370,External SSD 1TB,1.0,1387.94,EUR,2025/03/31
ORD000845,CUST0164,Noise Cancelling Headphones,1.0,1510.51,USD,07-07-2024
ORD000386,CUST0242,Wireless Mouse,2.0,1753.85,USD,04/08/2024
ORD000074,CUST0085,Noise Cancelling Headphones,2.0,1157.53,AUD,2024-05-30
ORD001923,CUST0286,USB-C Hub,1.0,663.53,INR,2024-10-08
ORD000758,CUST0268,Wireless Mouse,1.0,1602.95,INR,01-16-2025
ORD000848,CUST0013,Standing Desk,1.0,391.26,USD,04-05-2025
ORD002811,CUST0214,27in Monitor,3.0,319.94,USD,2024/08/03
ORD002726,CUST0178,Mechanical Keyboard,1.0,932.81,USD,27/10/2024
ORD000055,CUST0179,Webcam HD,1.0,309.48,INR,09-24-2024
ORD000924,CUST0268,Wireless Mouse,1.0,1176.54,INR,2024/11/24
ORD002974,CUST0067,27in Monitor,,754.15,USD,2024-06-13
ORD002280,CUST0340,External SSD 1TB,5.0,1701.24,INR,30/05/2024
ORD000163,CUST0041,Wireless Mouse,2.0,1488.61,EUR,22/03/2024
ORD001548,CUST0134,Laptop Pro 15,5.0,1278.3,USD,2024-10-22
ORD000421,CUST0343,Office Chair,5.0,1297.03,EUR,2024-03-09
ORD001018,CUST0325,USB-C Hub,1.0,1613.01,GBP,2025/02/22
ORD002088,CUST0183,Laptop Pro 15,1.0,348.39,EUR,2025/01/23
ORD001553,CUST0059,USB-C Hub,3.0,855.58,USD,2024/08/31
ORD002879,CUST0194,27in Monitor,5.0,241.14,USD,2025/01/31
ORD002743,CUST0074,Standing Desk,,662.98,USD,15/03/2025
ORD002084,CUST0041,USB-C Hub,2.0,178.98,USD,04/08/2024
ORD000159,CUST0395,Office Chair,5.0,1268.34,USD,2024-07-28
ORD002923,CUST0258,Laptop Pro 15,3.0,643.22,EUR,2024-09-06
ORD001758,CUST0053,External SSD 1TB,1.0,1106.27,USD,2024-05-30
ORD002141,CUST0047,External SSD 1TB,2.0,618.46,USD,2024/04/01
ORD001972,CUST0226,Office Chair,1.0,1359.0,USD,01-31-2024
ORD001096,CUST0047,Noise Cancelling Headphones,1.0,258.51,EUR,11-22-2024
ORD000152,CUST0163,27in Monitor,2.0,262.78,EUR,03-31-2025
ORD001083,CUST0078,Mechanical Keyboard,2.0,1476.13,GBP,10-09-2024
ORD002109,CUST0092,USB-C Hub,5.0,1155.03,EUR,02/09/2024
ORD001500,CUST0354,Wireless Mouse,1.0,1254.6,EUR,2024-08-29
ORD002593,CUST0304,27in Monitor,1.0,511.92,USD,2025-01-22
ORD000781,CUST0324,Laptop Pro 15,1.0,1045.18,INR,02-11-2024
ORD000115,CUST0299,External SSD 1TB,2.0,1454.61,USD,11-24-2024
ORD000154,CUST0361,Office Chair,3.0,923.01,GBP,2024-12-02
ORD000180,CUST0081,Mechanical Keyboard,5.0,1783.99,USD,2025-01-18
ORD001265,CUST0279,27in Monitor,2.0,179.8,EUR,06/05/2025
ORD000360,CUST0340,USB-C Hub,3.0,1539.73,EUR,2025/03/08
ORD002062,CUST0063,Standing Desk,5.0,1153.1,USD,2024-03-18
ORD001230,CUST0017,Webcam HD,3.0,896.42,USD,2024-09-01
ORD000671,CUST0096,Mechanical Keyboard,3.0,685.47,USD,06-01-2024
ORD000886,CUST0314,27in Monitor,3.0,478.54,USD,01-15-2024
ORD002279,CUST0204,Webcam HD,2.0,1544.43,INR,2025/05/12
ORD000849,CUST0123,Office Chair,1.0,930.93,USD,05-14-2025
ORD002112,CUST0179,Laptop Pro 15,2.0,477.95,INR,2024/05/20
ORD002003,CUST0385,Office Chair,,714.04,GBP,2025/04/05
ORD002860,CUST0307,Mechanical Keyboard,1.0,1542.28,USD,2024-05-30
ORD001850,CUST0079,Wireless Mouse,1.0,58.19,USD,04-02-2024
ORD002476,CUST0015,External SSD 1TB,3.0,1770.05,EUR,2024/01/20
ORD002568,CUST0298,USB-C Hub,2.0,179.03,USD,2025-02-22
ORD002301,CUST0088,Mechanical Keyboard,2.0,1389.54,INR,2024/01/28
ORD002429,CUST0295,Standing Desk,2.0,520.5,USD,2024-08-04
ORD001802,CUST0357,USB-C Hub,2.0,944.55,USD,07-13-2024
